run_accession	fastq_ftp	fastq_bytes	fastq_md5
ERR1106605	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/005/ERR1106605/ERR1106605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/005/ERR1106605/ERR1106605_2.fastq.gz	1314976067;1332597411	0edd6c9890baa3fed104f5138b99c07e;f1379fbbfa6b5c0d5eb7c62327e6192e
ERR1106601	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/001/ERR1106601/ERR1106601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/001/ERR1106601/ERR1106601_2.fastq.gz	1122448130;1146047873	540d52c449c88eb2bfdd0a720de9b9ae;aa47b204f1d9a20074524b641ed6e4fa
ERR1106610	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/000/ERR1106610/ERR1106610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/000/ERR1106610/ERR1106610_2.fastq.gz	389482255;396378162	2d94e5f95fb9dd91a85970b7ac578f5d;1ffb1c780a383975abd12a5a184e3d8a
ERR1106609	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/009/ERR1106609/ERR1106609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/009/ERR1106609/ERR1106609_2.fastq.gz	2826496569;2863174589	4a9c62337c97d3b07ccc37f702508f7f;621d14f669e10b92ab03f7b8bd4d5f6a
ERR1106611	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/001/ERR1106611/ERR1106611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/001/ERR1106611/ERR1106611_2.fastq.gz	2554064534;2571528285	ca892c4003edc1e80ca07afe11ab3a8b;f26aebd47cb205754bd9b8d7a3dbd1aa
ERR1106846	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/006/ERR1106846/ERR1106846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/006/ERR1106846/ERR1106846_2.fastq.gz	565551549;568101249	81dc0d7fdbe4697a1d1a26ccf7a66329;634286d8380a69c1a6624e55e787ce6c
ERR1106839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/009/ERR1106839/ERR1106839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/009/ERR1106839/ERR1106839_2.fastq.gz	177305876;179265861	0c4bf89e1b3f38f576c630f53b582cd7;81d2a3479f8d7077ec490473a8ec7a0f
ERR1106845	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/005/ERR1106845/ERR1106845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/005/ERR1106845/ERR1106845_2.fastq.gz	187018289;187437625	791883b73a86c4f1cbb8dc0fa97b35f9;62bc6f32a9906b49b1dd6000e2b98ace
ERR1106842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/002/ERR1106842/ERR1106842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/002/ERR1106842/ERR1106842_2.fastq.gz	546155905;550254133	18ad28721cba024034ae097ab9d38b5e;0404b5fd82a4adcc5d6cc3735de70ca1
ERR1106843	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/003/ERR1106843/ERR1106843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/003/ERR1106843/ERR1106843_2.fastq.gz	2045680094;2067472955	ed0c6439f852702b01ca9b9b2b846ca7;8bc7482a48d1277344e8279e1df44581
ERR111709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111709/ERR111709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111709/ERR111709_2.fastq.gz	1002534470;1002460792	48d9fe168a0d3bd78b92ec5bc2dde910;733ca4c5c30a078ef799b955d71bb067
ERR111710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111710/ERR111710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111710/ERR111710_2.fastq.gz	854406023;856917556	03c8b3a2a4d4e214d5c1d74a9a196b1f;13244029d1c8c534b06596ae552b36fb
ERR111711	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111711/ERR111711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111711/ERR111711_2.fastq.gz	1700128830;1704476994	775c90695fd6779a02addf579932cdb3;5ded6dc7199116e3c8ea81c081ac954a
ERR111712	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111712/ERR111712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111712/ERR111712_2.fastq.gz	1350513665;1352735224	426b1225a07a91a3b113059c67c8b091;59fe33e97fdde409444a252279944acd
ERR111713	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111713/ERR111713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111713/ERR111713_2.fastq.gz	1322667452;1325019742	0e551762a65cea0f6dd154b14e65c5b0;16f58f5930a3660fde8a5800904ffc31
ERR111714	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111714/ERR111714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111714/ERR111714_2.fastq.gz	1559735068;1564115117	5835785dd1f23de0b697759c1ac9fbe7;9b5018851dad7ec72cd717c1fc107834
ERR111719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111719/ERR111719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111719/ERR111719_2.fastq.gz	1379799996;1380895429	3b23b27d38a3ae93f3d992f2aa8e464d;a5f98e09cbbfe7e21381ceefd198e803
ERR111721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111721/ERR111721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111721/ERR111721_2.fastq.gz	444384480;453394397	f8a68976fdd63629836f5fa51150afc0;84879835577d8532ee96b5e44fb71761
ERR111717	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111717/ERR111717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111717/ERR111717_2.fastq.gz	522043918;523347401	ea0ffbedea418e945cdd85348fbf131f;9fcccecaafb762c9834330cd6d97abfd
ERR111716	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111716/ERR111716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111716/ERR111716_2.fastq.gz	831124942;834608139	120450b5ec061e5084915b597c92582f;421db045303be443f7ef66432d35f4b3
ERR111718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111718/ERR111718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111718/ERR111718_2.fastq.gz	1414586254;1416615095	82395a3fd29243649f7641042dda0c7a;55a5704cd871177f0c990cde794f017b
ERR111715	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111715/ERR111715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111715/ERR111715_2.fastq.gz	1251554696;1252290231	a794e3761cae44ada28ac853dfca6edc;859d7c04a12f51a2cb230d646f20b8c0
ERR111722	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111722/ERR111722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111722/ERR111722_2.fastq.gz	784998123;803099945	a2da2f25d1dd1e19de4961131ebfb9f6;56d8552125beace68759ed59a29ebe93
ERR111723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111723/ERR111723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111723/ERR111723_2.fastq.gz	651584348;662872592	73db9ed38e26f4612abc70f29143e90a;7dac7be8801055999f2b6f79f39da9ea
ERR111724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111724/ERR111724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111724/ERR111724_2.fastq.gz	886501348;903475738	1c8326e5b73d90ab291c54c7923d1582;7a59b04e5d89fbf9c58e6469137f0e40
ERR111725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111725/ERR111725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111725/ERR111725_2.fastq.gz	928223632;945782490	b87b638d3d685c94592cccb038784344;0634e3622a0e3fa3376a61349263f68b
ERR111726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111726/ERR111726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111726/ERR111726_2.fastq.gz	1464787232;1492638084	3e0ee4285102c5884dcc7dfb52f4b51e;fbccb60ad59e9dd0cbaa3d964b110713
ERR111727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111727/ERR111727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111727/ERR111727_2.fastq.gz	1136015044;1158769581	8623ffcc1c431c660ff6690290b60eb9;7469e1a31f7dc9e221105c967574898f
ERR1138855	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/005/ERR1138855/ERR1138855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/005/ERR1138855/ERR1138855_2.fastq.gz	600842404;617462959	b6bcf0921715d16c88b2ce00b8a2fd78;00d7b5532d8265a74698eb5b064347a2
ERR1138860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/000/ERR1138860/ERR1138860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/000/ERR1138860/ERR1138860_2.fastq.gz	119583132;122343354	b21f718927da9e1e16e61495fa8c450c;c474494499f1fc322e15458881920a86
ERR111728	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111728/ERR111728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111728/ERR111728_2.fastq.gz	891335138;909304062	99b7bcaa6d6dfb37e2e10a9d92876928;eb24bb627cc166426183ddb4466e0304
ERR1138854	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/004/ERR1138854/ERR1138854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/004/ERR1138854/ERR1138854_2.fastq.gz	137301708;140336799	99ce18e615a739157fbe72ecc19e53e2;857ab0b244ae88920e8f70ac7d0c182a
ERR1138856	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/006/ERR1138856/ERR1138856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/006/ERR1138856/ERR1138856_2.fastq.gz	341273756;348783869	4b6d480a26808a9cbf12b669deb1b27f;4882cb5fe2181960bea717f43ca746d8
ERR1138858	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/008/ERR1138858/ERR1138858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/008/ERR1138858/ERR1138858_2.fastq.gz	1224900017;1259494684	a0f8a626396e04dc13c5c5d298838235;f7656621040710ef1d85f4ba40a5cef7
ERR1138857	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/007/ERR1138857/ERR1138857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/007/ERR1138857/ERR1138857_2.fastq.gz	1204868338;1239110583	c8faf1653f8b12296541584bb52b4793;09850e00450fa8f3febc168da1a99a9e
ERR1138861	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/001/ERR1138861/ERR1138861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/001/ERR1138861/ERR1138861_2.fastq.gz	240850576;246872490	ded528062b3a874590e51dbb95c22e0e;7c3777d81000a0a91098cba7a6c840a3
ERR1138864	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/004/ERR1138864/ERR1138864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/004/ERR1138864/ERR1138864_2.fastq.gz	514484822;528802279	68c73210724e3c2afe1bcd1c24aeea1c;2b70b339b577489bdca7b8be1e1dbd7f
ERR1138862	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/002/ERR1138862/ERR1138862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/002/ERR1138862/ERR1138862_2.fastq.gz	438701589;449807962	4b1399f5e8077df72107f229d9c96e54;69a7d20faa9735dc531d08b804ee84d8
ERR1138870	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/000/ERR1138870/ERR1138870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/000/ERR1138870/ERR1138870_2.fastq.gz	549401777;565907378	152d82ac2ec27e29f50514de7eff86c1;d940009ff88be88262d3f68ca43442ee
ERR1138866	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/006/ERR1138866/ERR1138866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/006/ERR1138866/ERR1138866_2.fastq.gz	241844831;247971566	f7a97727466910194bd2d0b0052065d4;42ca4d559059455b3844739a01e3a28d
ERR1138875	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/005/ERR1138875/ERR1138875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/005/ERR1138875/ERR1138875_2.fastq.gz	350480029;359891247	cd3bba17ac42f9120da9d656026ca80d;8c6ee36ba8cb2df4b0a7d1785327cac7
ERR1138868	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/008/ERR1138868/ERR1138868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/008/ERR1138868/ERR1138868_2.fastq.gz	313685003;321428674	c6ae241c2b6271951909182b1e93caa1;ce36049299ab63198514c4828de477fb
ERR1138871	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/001/ERR1138871/ERR1138871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/001/ERR1138871/ERR1138871_2.fastq.gz	1068607076;1099573077	1b8dd491a56dd418fb7952877aafbe8e;4164f7ac528e99629c5852fc632b8472
ERR1138867	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/007/ERR1138867/ERR1138867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/007/ERR1138867/ERR1138867_2.fastq.gz	242165010;248781567	be1cd31aabe30a9c4a488d9f3dfbecc4;aef022338e729d6431cac1a9e29fc1f5
ERR1138869	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/009/ERR1138869/ERR1138869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/009/ERR1138869/ERR1138869_2.fastq.gz	812708822;835612431	00b49cfd0c7a2a8a7f6af5087099ba01;e0dc5d093940114136542d7fb91ea70b
ERR1138873	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/003/ERR1138873/ERR1138873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/003/ERR1138873/ERR1138873_2.fastq.gz	826846217;851024170	129d07b121750274aa8029b745ce5316;e159d9f358357e3408b0003bd27b9721
ERR1138876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/006/ERR1138876/ERR1138876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/006/ERR1138876/ERR1138876_2.fastq.gz	500835926;514849791	f27b2c50f0a32dead84e13ab1d54feb5;f6b71b32bbeec3c3cae0708677c9a434
ERR1138872	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/002/ERR1138872/ERR1138872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/002/ERR1138872/ERR1138872_2.fastq.gz	607244067;622847065	cfd6e0ce6fda5570a67526884753e286;a2aad0b2d76153891ca81067e09f4fb3
ERR1138882	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/002/ERR1138882/ERR1138882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/002/ERR1138882/ERR1138882_2.fastq.gz	439907545;453725891	c5ef43500b90fb261b2f9733dbf330ec;42f67ca9b15e01ef7a5fd498a0852531
ERR1138883	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/003/ERR1138883/ERR1138883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/003/ERR1138883/ERR1138883_2.fastq.gz	618084209;637383652	abb455e6feb9a78f41ed0fa76ab62f85;1682eae8ba59baef76d55e49f58e8f1b
ERR1138885	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/005/ERR1138885/ERR1138885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/005/ERR1138885/ERR1138885_2.fastq.gz	897646854;925983390	48deaf4dea7304dc4ad15fcdcc150df9;a7f9dfd2cf69cb09b6c56ad72a67df9e
ERR1138889	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/009/ERR1138889/ERR1138889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/009/ERR1138889/ERR1138889_2.fastq.gz	856175636;884191235	589637d6b2a71e4a49cee481a9a4ad97;8f7b3ab6c1a7728438aa528cc11d832d
ERR1138884	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/004/ERR1138884/ERR1138884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/004/ERR1138884/ERR1138884_2.fastq.gz	210609422;216263526	637f6091dc320d8cd4ebcf00a081b22a;d80a7c25855bdb84642934469fa5092c
ERR1475350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1475350/ERR1475350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1475350/ERR1475350_2.fastq.gz	325798625;331163993	a8df6b7099abf32e7040f806fa161ac3;17e7128e7cf068a99d5647dece697fc2
ERR1138887	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/007/ERR1138887/ERR1138887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/007/ERR1138887/ERR1138887_2.fastq.gz	643230679;663765053	6f3a15f14d6f2a19bff8c11ba53cf63e;ec41d9a10ca488d615ac2b07c90280d9
ERR1138888	ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/008/ERR1138888/ERR1138888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/008/ERR1138888/ERR1138888_2.fastq.gz	926291704;956042651	8de10c28639056a5f771d7162c00b14d;8182379daf7f3a47d162ebde913673f0
ERR1475351	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1475351/ERR1475351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1475351/ERR1475351_2.fastq.gz	402340938;405503011	c0c03f85c5f1db4fe8d553529abf575e;d40b4a8a507455bf93bf86d2f1d5b2a3
ERR1475352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1475352/ERR1475352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1475352/ERR1475352_2.fastq.gz	266126138;271494024	c9857e821da4d375b3d8eed1a5d9c94b;5fc4a0c78d92c171199d9caf9eb13528
ERR1475354	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1475354/ERR1475354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1475354/ERR1475354_2.fastq.gz	893578047;905391319	34ea1e35ffe3a1bd123677e30372876b;e98c11f64a7042b7115abc5a9d1f646a
ERR1475355	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1475355/ERR1475355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1475355/ERR1475355_2.fastq.gz	838919170;853439040	77435ba04c00b10ea43a3b5ced3a9f1f;9b12356aa26b0a94ccd1b7a02601b612
ERR1475353	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1475353/ERR1475353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1475353/ERR1475353_2.fastq.gz	1918657070;1954247274	a205031efc86c888bb76f5df33dc0df0;1162efcd97fafbda022f99b8a1287a85
ERR1475369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1475369/ERR1475369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1475369/ERR1475369_2.fastq.gz	380270114;386681854	cc85e70cab650a6414557e7edc8ec1bd;df6be74cacd2e4b50acd44a9f2b59d07
ERR1475370	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1475370/ERR1475370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1475370/ERR1475370_2.fastq.gz	704233035;718256919	35be9d30912540a0fc93b9a0728e786c;e7ec553438265bdaca05efb98ec094c6
ERR1475371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1475371/ERR1475371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1475371/ERR1475371_2.fastq.gz	1335746800;1362937810	8a97539795ce383eba763b8dc8e58931;a2c45bf46314e3961d1bab6f08b7e403
ERR1475373	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1475373/ERR1475373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1475373/ERR1475373_2.fastq.gz	1358775112;1381871647	64799f21025bf27d15d516deb511907b;d9d5b15110aaa56f14a2bb479357879a
ERR1475372	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1475372/ERR1475372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1475372/ERR1475372_2.fastq.gz	1181536991;1218759336	5699dd2a8fc596619487a10a9f5b15ad;d93aa94a67c32d1ae951b785b5a75bc6
ERR1475377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1475377/ERR1475377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1475377/ERR1475377_2.fastq.gz	602485809;613161349	38401eef6869dbb19d3d7ed298b92ee8;020dca5cf20d0646d5302224d99f446b
ERR1475379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1475379/ERR1475379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1475379/ERR1475379_2.fastq.gz	1915575992;1952391898	f2158045afa77333fc306bd811533ab7;7110dad49105d5924b09c68000b8c86d
ERR1475378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1475378/ERR1475378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1475378/ERR1475378_2.fastq.gz	1461444157;1486437489	bd34cdfbbe49dd975145f36cacd600e5;2c1dd3245a126bf287377c2b56a67378
ERR1475374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1475374/ERR1475374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1475374/ERR1475374_2.fastq.gz	186075109;188690698	02a6d1c9bc77d94548a6d8cdf224d2eb;c98543e6e386a2c061e4832bd6112170
ERR1475387	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1475387/ERR1475387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1475387/ERR1475387_2.fastq.gz	627991849;642318665	66d686d16fc3378e59475258e31f2eaa;472acb43354b96e33c759dc016be8276
ERR1475380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1475380/ERR1475380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1475380/ERR1475380_2.fastq.gz	1894345052;1934102118	b986586bda335455870493d58f17aec9;4481c66054dfe7ad101e7cc2a5171f76
ERR1475391	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1475391/ERR1475391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1475391/ERR1475391_2.fastq.gz	356267177;365480533	b001fef12a2b743b2d35b820b07b30ff;8374213494d7896446d3f977788bb77b
ERR1475388	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1475388/ERR1475388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1475388/ERR1475388_2.fastq.gz	193867416;197411725	7c2ce3e070a9ed27054223519dbcd24a;5eecc2ae2cd4dfef86c62d0877b7caa0
ERR1475394	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1475394/ERR1475394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1475394/ERR1475394_2.fastq.gz	112655649;114821115	51c76b8da86ae110603a2fe9826f4e50;2ec7c30f2e4885c8a134ddef52e181d9
ERR1475395	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1475395/ERR1475395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1475395/ERR1475395_2.fastq.gz	697786947;711878062	3d6f5d1b5010d3b755bde562e9eb7534;820e5134050e71db11d3229ee6ac7406
ERR1475393	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1475393/ERR1475393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1475393/ERR1475393_2.fastq.gz	116379648;119040147	1c2f7ea86d76308d1ee82ec37b502ca6;875c3758a5409e4669272fb74f5d2f21
ERR1475399	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1475399/ERR1475399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1475399/ERR1475399_2.fastq.gz	310379856;315169057	33e7ab3cd5075b63cf5a21c0df81ab57;b58e6589de1f07b103457536e28cbe52
ERR1475418	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1475418/ERR1475418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1475418/ERR1475418_2.fastq.gz	662719650;682280122	0115dc065254035a21e8c31a8ca7a1a2;eb2830fe7e55c2f1db275c46f42c8b09
ERR1475417	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1475417/ERR1475417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1475417/ERR1475417_2.fastq.gz	397989110;406235610	f3b6f9b50a69fde0a3a6015150f7e524;9c22bd4e7d46678978a3869bc43c0c90
ERR1475420	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1475420/ERR1475420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1475420/ERR1475420_2.fastq.gz	1153485778;1171771681	4b9036609e6374c78a92ee82fa80861c;9923a9dc7c8dc5b56aa2fad60b58b5d5
ERR1475398	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1475398/ERR1475398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1475398/ERR1475398_2.fastq.gz	623952329;636163239	225f72272d028846628333f6fca76715;5e579d39f780f81fc65fbd5fe685f34e
ERR1475397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1475397/ERR1475397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1475397/ERR1475397_2.fastq.gz	958557112;973883466	ab0fbac9d228278b1dd70b4c0342e9ed;acafae731a6a80d98b51b90700a01acc
