Sample	Study	Site	First-level administrative division	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
IVC10-OM-0342	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2317268	IVC10-OM-0342	ESEA	88.31	True	Analysis_set	False
IVC10-OM-0345	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2317321	IVC10-OM-0345	ESEA	91.57	True	Analysis_set	False
IVC11-KP-0014	X0002-PV-KH-PAROBEK2016	Kampot	Cambodia: Kampot	Cambodia	10.8	104.3	2011	SRR2317560	IVC11-KP-0014	ESEA	88.37	True	Analysis_set	False
IVC11-KP-0017	X0002-PV-KH-PAROBEK2016	Kampot	Cambodia: Kampot	Cambodia	10.8	104.3	2011	SRR2315958	IVC11-KP-0017	ESEA	87.17	True	Analysis_set	False
IVC11-KP-0034	X0002-PV-KH-PAROBEK2016	Kampot	Cambodia: Kampot	Cambodia	10.8	104.3	2011	SRR2315988	IVC11-KP-0034	ESEA	87.55	True	Analysis_set	False
IVC11-KP-0053	X0002-PV-KH-PAROBEK2016	Kampot	Cambodia: Kampot	Cambodia	10.8	104.3	2011	SRR2316010	IVC11-KP-0053	ESEA	90.13	True	Analysis_set	False
IVC11-OM-0346	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2011	SRR2317322	IVC11-OM-0346	ESEA	89.96	True	Analysis_set	False
IVC11-OM-0354	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2011	SRR2317410	IVC11-OM-0354	ESEA	90.14	True	Analysis_set	False
IVC11-OM-0355	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2011	SRR2317444	IVC11-OM-0355	ESEA	90.19	True	Analysis_set	False
IVC12-KP-0063	X0002-PV-KH-PAROBEK2016	Kampot	Cambodia: Kampot	Cambodia	10.8	104.3	2012	SRR2316011	IVC12-KP-0063	ESEA	89.7	True	Analysis_set	False
IVC12-KP-0067	X0002-PV-KH-PAROBEK2016	Kampot	Cambodia: Kampot	Cambodia	10.8	104.3	2012	SRR2316013	IVC12-KP-0067	ESEA	91.73	True	Analysis_set	False
IVC12-KP-0068	X0002-PV-KH-PAROBEK2016	Kampot	Cambodia: Kampot	Cambodia	10.8	104.3	2012	SRR2316015	IVC12-KP-0068	ESEA	88.1	True	Analysis_set	False
IVC12-KP-0070	X0002-PV-KH-PAROBEK2016	Kampot	Cambodia: Kampot	Cambodia	10.8	104.3	2012	SRR2316017	IVC12-KP-0070	ESEA	87.59	True	Analysis_set	False
IVC12-KP-0076	X0002-PV-KH-PAROBEK2016	Kampot	Cambodia: Kampot	Cambodia	10.8	104.3	2012	SRR2316032	IVC12-KP-0076	ESEA	83.17	True	Analysis_set	False
IndiaNYC	X0001-PV-MULTI-HUPALO2016	India	India	India	24.0	78.0	2012	SRR1568012,SRR1568115	IndiaNYC	WAS	84.13	True	Analysis_set	False
IndiaVII	X0001-PV-MULTI-HUPALO2016	India	India	India	24.0	78.0	2001	SRR332912,SRR332913,SRR332914,SRR332915	IndiaVII	WAS	87.95	True	Analysis_set	False
JHC_1_208	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2679006	JHC_1_208	AF	91.34	True	Analysis_set	False
JHC_2_100	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2678996	JHC_2_100	AF	89.32	True	Analysis_set	False
JHC_2_216	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2678997	JHC_2_216	AF	64.71	True	Analysis_set	False
MICH_1_72	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2678998	MICH_1_72	AF	88.88	True	Analysis_set	False
MICH_2_71	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2679007	MICH_2_71	AF	90.96	True	Analysis_set	False
Mexico_0202	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2002	SRR1565024,SRR1568077	Mexico_0202	LAM	75.12	True	Analysis_set	False
Mexico_11402	X0001-PV-MULTI-HUPALO2016	Tuxtla Chico	Mexico: Chiapas	Mexico	14.94	-92.17	2002	SRR1565013,SRR1568126	Mexico_11402	LAM	83.42	True	Analysis_set	False
Mexico_1203	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2003	SRR1562839,SRR1564992	Mexico_1203	LAM	79.37	True	Analysis_set	False
Mexico_12400	X0001-PV-MULTI-HUPALO2016	Frontera Hidalgo	Mexico: Chiapas	Mexico	14.78	-92.18	2000	SRR1565014,SRR1568201	Mexico_12400	LAM	80.1	True	Analysis_set	False
Mexico_1302	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2002	SRR1565086,SRR1568158	Mexico_1302	LAM	79.13	True	Analysis_set	False
Mexico_13107	X0001-PV-MULTI-HUPALO2016	Huehuetán	Mexico: Chiapas	Mexico	15.02	-92.38	2007	SRR1562526,SRR1565003	Mexico_13107	LAM	80.83	True	Analysis_set	False
Mexico_1504	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2004	SRR1564938,SRR1568150	Mexico_1504	LAM	82.36	True	Analysis_set	False
Mexico_15302	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2002	SRR1562968,SRR1564926	Mexico_15302	LAM	79.96	True	Analysis_set	False
Mexico_15502	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2002	SRR1564976,SRR1568219	Mexico_15502	LAM	79.41	True	Analysis_set	False
Mexico_1905	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2005	SRR1562840,SRR1565060	Mexico_1905	LAM	79.54	True	Analysis_set	False
Mexico_2003	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2003	SRR1565148,SRR1568218	Mexico_2003	LAM	81.31	True	Analysis_set	False
Mexico_2008	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2008	SRR1565114,SRR1568110	Mexico_2008	LAM	80.58	True	Analysis_set	False
Mexico_2202	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2002	SRR1564950,SRR1568153	Mexico_2202	LAM	81.83	True	Analysis_set	False
Mexico_3902	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2002	SRR1565012,SRR1568225	Mexico_3902	LAM	76.81	True	Analysis_set	False
Mexico_4304	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2004	SRR1565074,SRR1568181	Mexico_4304	LAM	79.91	True	Analysis_set	False
Mexico_5002	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2002	SRR1565038,SRR1568231	Mexico_5002	LAM	80.22	True	Analysis_set	False
Mexico_7401	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2001	SRR1564928,SRR1568127	Mexico_7401	LAM	71.67	True	Analysis_set	False
Mexico_7503	X0001-PV-MULTI-HUPALO2016	Carrillo	Mexico: Chiapas	Mexico	15.01	-92.2	2003	SRR1565113,SRR1568190	Mexico_7503	LAM	79.78	True	Analysis_set	False
Mexico_8301	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2001	SRR1564965,SRR1568223	Mexico_8301	LAM	80.13	True	Analysis_set	False
Mexico_8302	X0001-PV-MULTI-HUPALO2016	Tapachula	Mexico: Chiapas	Mexico	14.91	-92.26	2002	SRR1562522,SRR1564952	Mexico_8302	LAM	81.46	True	Analysis_set	False
Myanmar_LZCH-13	X0001-PV-MULTI-HUPALO2016	Laiza township	Myanmar: Kachin	Myanmar	24.75	97.55	2013	SRR1565027,SRR1568204	Myanmar_LZCH-13	unassigned	76.46	True	Unassigned_population	False
Myanmar_LZCH-20	X0001-PV-MULTI-HUPALO2016	Laiza township	Myanmar: Kachin	Myanmar	24.75	97.55	2013	SRR1565077,SRR1568114	Myanmar_LZCH-20	unassigned	77.89	True	Unassigned_population	False
Myanmar_LZCH-36	X0001-PV-MULTI-HUPALO2016	Laiza township	Myanmar: Kachin	Myanmar	24.75	97.55	2013	SRR1562516,SRR1565050	Myanmar_LZCH-36	unassigned	77.48	True	Unassigned_population	False
Myanmar_LZCH-4	X0001-PV-MULTI-HUPALO2016	Laiza township	Myanmar: Kachin	Myanmar	24.75	97.55	2013	SRR1564529,SRR1564966	Myanmar_LZCH-4	unassigned	79.99	True	Unassigned_population	False
Myanmar_NB-13-1	X0001-PV-MULTI-HUPALO2016	Laiza township	Myanmar: Kachin	Myanmar	24.75	97.55	2013	SRR1564577,SRR1564977	Myanmar_NB-13-1	unassigned	65.79	True	Unassigned_population	False
Myanmar_NB-15	X0001-PV-MULTI-HUPALO2016	Laiza township	Myanmar: Kachin	Myanmar	24.75	97.55	2013	SRR1565141,SRR1568120	Myanmar_NB-15	unassigned	71.31	True	Unassigned_population	False
Myanmar_NB-16	X0001-PV-MULTI-HUPALO2016	Laiza township	Myanmar: Kachin	Myanmar	24.75	97.55	2013	SRR1564547,SRR1565088	Myanmar_NB-16	unassigned	77.33	True	Unassigned_population	False
Myanmar_NB-17	X0001-PV-MULTI-HUPALO2016	Laiza township	Myanmar: Kachin	Myanmar	24.75	97.55	2013	SRR1565100,SRR1568013	Myanmar_NB-17	unassigned	83.73	True	Unassigned_population	False
Nicaragua_462	X0001-PV-MULTI-HUPALO2016	Nicaragua	Nicaragua	Nicaragua	13.0	-85.0	1972	SRR1562844,SRR1564690,SRR1564967	Nicaragua_462	LAM	64.57	True	Analysis_set	False
NorthKorean	X0001-PV-MULTI-HUPALO2016	North Korea	North Korea	North Korea	39.0	126.0	1953	SRR332559,SRR332560,SRR332561,SRR332562,SRR332563,SRR332564,SRR332565,SRR332566,SRR340091	NorthKorean	unassigned	88.71	True	Unassigned_population	False
PD0165-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111724	PD0165-C	WSEA	89.16	True	Analysis_set	False
PD0166-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111710	PD0166-C	WSEA	88.64	True	Analysis_set	False
PD0167-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111727	PD0167-C	WSEA	87.52	True	Analysis_set	False
PD0168-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111721	PD0168-C	WSEA	87.1	True	Analysis_set	False
PD0169-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111728	PD0169-C	WSEA	88.67	True	Analysis_set	False
PD0170-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111717	PD0170-C	WSEA	90.68	True	Analysis_set	False
PD0171-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111713	PD0171-C	WSEA	89.46	True	Analysis_set	False
PD0172-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111719	PD0172-C	WSEA	88.83	True	Analysis_set	False
PD0173-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111720	PD0173-C	WSEA	91.19	False	Mixed_species	False
PD0174-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR111709	PD0174-C	WSEA	91.07	True	Analysis_set	False
PD0175-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111714	PD0175-C	WSEA	87.82	True	Analysis_set	False
PD0176-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111716	PD0176-C	WSEA	90.81	True	Analysis_set	False
PD0177-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111725	PD0177-C	WSEA	87.54	True	Analysis_set	False
PD0178-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111718	PD0178-C	WSEA	88.87	True	Analysis_set	False
PD0179-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111715	PD0179-C	WSEA	89.59	True	Analysis_set	False
PD0180-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111723	PD0180-C	WSEA	88.27	True	Analysis_set	False
PD0181-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111722	PD0181-C	WSEA	88.31	True	Analysis_set	False
PD0182-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111712	PD0182-C	WSEA	88.8	True	Analysis_set	False
PD0183-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111726	PD0183-C	WSEA	91.55	True	Analysis_set	False
PD0184-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR111711	PD0184-C	WSEA	90.32	True	Analysis_set	False
PD0593-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR337595	PD0593-C	WSEA	90.72	True	Analysis_set	False
PD0594-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2009	ERR337599	PD0594-C	WSEA	89.16	True	Analysis_set	False
PD0595-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2010	ERR337602	PD0595-C	WSEA	91.42	True	Analysis_set	False
PD0596-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR337605	PD0596-C	WSEA	92.46	True	Analysis_set	False
PD0597-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2009	ERR337608	PD0597-C	WSEA	89.48	True	Analysis_set	False
PD0598-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2009	ERR337610	PD0598-C	WSEA	89.33	True	Analysis_set	False
PD0599-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2012	ERR337613	PD0599-C	WSEA	90.05	True	Analysis_set	False
PD0600-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2009	ERR337616	PD0600-C	WSEA	88.87	True	Analysis_set	False
PD0601-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR337619	PD0601-C	WSEA	88.94	True	Analysis_set	False
PD0602-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2010	ERR337622	PD0602-C	WSEA	88.54	True	Analysis_set	False
PD0603-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2010	ERR337625	PD0603-C	WSEA	88.97	True	Analysis_set	False
PD0604-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2010	ERR337628	PD0604-C	WSEA	88.03	True	Analysis_set	False
PD0605-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR337596	PD0605-C	WSEA	88.39	True	Analysis_set	False
PD0606-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2010	ERR337600	PD0606-C	WSEA	88.88	True	Analysis_set	False
PD0607-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2001	ERR337603	PD0607-C,PD0623-C	WSEA	89.89	True	Analysis_set	False
PD0608-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR337606	PD0608-C	WSEA	89.14	True	Analysis_set	False
PD0609-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR337609	PD0609-C	WSEA	91.04	True	Analysis_set	False
PD0610-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2010	ERR337611	PD0610-C	WSEA	89.22	True	Analysis_set	False
PD0611-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR337614	PD0611-C	WSEA	91.82	True	Analysis_set	False
PD0612-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2010	ERR337617	PD0612-C	WSEA	90.1	True	Analysis_set	False
PD0613-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2007	ERR337620	PD0613-C	WSEA	92.71	True	Analysis_set	False
PD0614-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2007	ERR337623	PD0614-C	WSEA	93.11	True	Analysis_set	False
PD0615-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2001	ERR337626	PD0615-C	WSEA	88.84	True	Analysis_set	False
PD0616-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR337629	PD0616-C	WSEA	88.98	False	Unverified_metadata	False
PD0617-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR337597	PD0617-C	WSEA	90.01	True	Analysis_set	False
PD0618-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR337601	PD0618-C	WSEA	88.58	True	Analysis_set	False
PD0619-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2012	ERR337604	PD0619-C	WSEA	87.71	True	Analysis_set	False
PD0620-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR337607	PD0620-C,PD0677-C	WSEA	87.89	True	Analysis_set	False
PD0622-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR337612	PD0622-C,PD0622-Cx	WSEA	89.01	False	Unverified_metadata	False
PD0622-Cx	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR527357	PD0622-C,PD0622-Cx	WSEA	90.05	False	Unverified_metadata	False
PD0623-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2001	ERR337615	PD0607-C,PD0623-C	WSEA	89.85	False	Lower_covered_duplicate	False
PD0624-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2012	ERR337618	PD0624-C	WSEA	89.63	True	Analysis_set	False
PD0625-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2012	ERR337621	PD0625-C	WSEA	90.08	True	Analysis_set	False
PD0647-C	1052-PF-TRAC-WHITE	Sisaket	Thailand: Sisaket	Thailand	15.0	104.4	2012	ERR426015	PD0647-C	ESEA	88.04	True	Analysis_set	False
PD0661-C	1052-PF-TRAC-WHITE	Sisaket	Thailand: Sisaket	Thailand	15.0	104.4	2013	ERR426035	PD0661-C	ESEA	87.78	False	Mixed_species	False
PD0673-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2008	ERR527349	PD0673-C	WSEA	0.04	False	Less_than_50pc_callable	False
PD0674-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2007	ERR527350	PD0674-C	WSEA	91.81	True	Analysis_set	False
PD0675-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527352	PD0675-C	WSEA	88.8	True	Analysis_set	False
PD0676-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR527353	PD0676-C	WSEA	89.3	True	Analysis_set	False
PD0677-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR527354	PD0620-C,PD0677-C	WSEA	87.64	False	Lower_covered_duplicate	False
PD0678-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527355	PD0678-C	WSEA	88.77	True	Analysis_set	False
PD0679-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2007	ERR527356	PD0679-C	WSEA	91.25	True	Analysis_set	False
PD0680-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2006	ERR527358	PD0680-C	WSEA	92.42	True	Analysis_set	False
PD0681-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2007	ERR527370	PD0681-C	WSEA	89.1	True	Analysis_set	False
PD0682-CW	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR713941	PD0682-CW	WSEA	89.07	True	Analysis_set	False
PD0683-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR527361	PD0683-C	WSEA	88.83	False	Unverified_metadata	False
PD0684-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2006	ERR527374	PD0684-C	WSEA	91.75	True	Analysis_set	False
PD0685-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2013	ERR527351	PD0685-C	WSEA	90.15	True	Analysis_set	False
PD0686-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2007	ERR527364	PD0686-C	WSEA	88.34	True	Analysis_set	False
PD0687-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR527365	PD0687-C	WSEA	89.55	True	Analysis_set	False
PD0688-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR527366	PD0688-C	WSEA	89.42	True	Analysis_set	False
PD0689-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527378	PD0689-C	WSEA	88.93	True	Analysis_set	False
PD0690-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527367	PD0690-C	WSEA	88.05	True	Analysis_set	False
PD0691-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2006	ERR527381	PD0691-C	WSEA	88.46	True	Analysis_set	False
PD0692-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR527369	PD0692-C	WSEA	88.21	True	Analysis_set	False
PD0693-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2010	ERR527371	PD0693-C	WSEA	90.34	True	Analysis_set	False
PD0694-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527372	PD0694-C	WSEA	88.33	True	Analysis_set	False
PD0695-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527384	PD0695-C	WSEA	88.45	True	Analysis_set	False
PD0696-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2012	ERR527362	PD0696-C	WSEA	88.22	True	Analysis_set	False
PD0697-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2006	ERR527376	PD0697-C	WSEA	87.86	True	Analysis_set	False
PD0698-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2006	ERR527377	PD0698-C	WSEA	88.76	True	Analysis_set	False
PD0699-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527340	PD0699-C	WSEA	89.62	True	Analysis_set	False
PD0700-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2007	ERR527342	PD0700-C	WSEA	92.44	True	Analysis_set	False
PD0701-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527344	PD0701-C	WSEA	88.89	True	Analysis_set	False
PD0702-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2013	ERR527380	PD0702-C	WSEA	87.97	True	Analysis_set	False
PD0703-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR527345	PD0703-C	WSEA	88.43	True	Analysis_set	False
PD0704-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2013	ERR527382	PD0704-C	WSEA	88.73	True	Analysis_set	False
PD0705-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2007	ERR527348	PD0705-C	WSEA	88.49	True	Analysis_set	False
PD0706-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527383	PD0706-C	WSEA	89.46	True	Analysis_set	False
PD0707-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2007	ERR527385	PD0707-C	WSEA	88.45	True	Analysis_set	False
PD0708-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2011	ERR527375	PD0708-C	WSEA	88.87	True	Analysis_set	False
PD0709-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2013	ERR527338	PD0709-C	WSEA	89.43	True	Analysis_set	False
PD0710-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2007	ERR527339	PD0710-C	WSEA	88.91	True	Analysis_set	False
PD0711-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR527341	PD0711-C	WSEA	87.73	True	Analysis_set	False
PD0712-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2006	ERR527343	PD0712-C	WSEA	88.22	True	Analysis_set	False
PD0713-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2013	ERR527379	PD0713-C	WSEA	90.18	True	Analysis_set	False
PD0714-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2012	ERR527368	PD0714-C	WSEA	89.13	True	Analysis_set	False
PD0715-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2010	ERR527346	PD0715-C	WSEA	88.62	True	Analysis_set	False
PD1519-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR773745	PD1519-C	WSEA	88.73	True	Analysis_set	False
PD1520-C	1154-PV-TH-PRICE	Wangpha	Thailand: Tak	Thailand	16.835	98.538	2011	ERR773746	PD1520-C	WSEA	90.48	True	Analysis_set	False
PD1521-C	1154-PV-TH-PRICE	Tak	Thailand: Tak	Thailand	16.5	98.7	2014	ERR773747	PD1521-C	WSEA	89.65	True	Analysis_set	False
